Division,Year,Season,Rain,Tmax,Tmin,Tmean,RH,Sunshine,Cloud,Wind,TempRange
Barisal,1959,Boro,88.0,32.266666666666666,16.900000000000002,24.583333333333332,76.33333333333333,24.278723404255317,1.3,0.732716049382716,15.366666666666664
Barisal,1960,Aman,1868.0,32.28,22.1,27.189999999999998,81.0,31.672340425531914,3.2399999999999998,0.54,10.18
Barisal,1960,Aus,1486.0,35.25,25.825,30.5375,80.0,23.076595744680855,4.25,0.775,9.425
Barisal,1960,Boro,36.0,31.633333333333336,16.3,23.96666666666667,72.33333333333333,24.278723404255317,1.2,0.3333333333333333,15.333333333333336
Barisal,1961,Aman,843.0,31.759999999999998,21.7,26.73,82.0,31.672340425531914,3.1,0.3,10.059999999999999
Barisal,1961,Aus,1144.0,36.075,25.55,30.8125,82.25,23.076595744680855,4.5,0.75,10.525000000000002
Barisal,1961,Boro,102.0,31.599999999999998,17.400000000000002,24.5,74.0,24.278723404255317,2.266666666666667,0.4666666666666666,14.199999999999996
Barisal,1962,Aman,978.0,32.06,22.04,27.05,80.0,31.672340425531914,3.2600000000000002,0.6599999999999999,10.020000000000003
Barisal,1962,Aus,881.0,35.475,25.325,30.4,78.75,23.076595744680855,4.825,1.4,10.150000000000002
Barisal,1962,Boro,44.0,32.36666666666667,15.9,24.133333333333336,67.33333333333333,24.278723404255317,1.0666666666666667,0.2333333333333333,16.46666666666667
Barisal,1963,Aman,893.0,32.88,22.2,27.54,82.8,31.672340425531914,3.02,0.42000000000000004,10.680000000000003
Barisal,1963,Aus,910.0,34.5,25.075,29.7875,83.5,23.076595744680855,4.875,0.9,9.425
Barisal,1963,Boro,260.0,32.333333333333336,16.566666666666666,24.45,64.33333333333333,24.278723404255317,0.9333333333333332,0.3333333333333333,15.76666666666667
Barisal,1964,Aman,694.0,30.880000000000003,21.5,26.189999999999998,80.6,31.672340425531914,4.5600000000000005,0.9199999999999999,9.380000000000003
Barisal,1964,Aus,642.0,32.925,25.05,28.987499999999997,83.5,23.076595744680855,5.425,2.1,7.8749999999999964
Barisal,1964,Boro,5.0,30.166666666666668,15.9,23.03333333333333,75.0,24.278723404255317,1.6666666666666667,0.7999999999999999,14.266666666666667
Barisal,1965,Aman,713.0,30.880000000000003,21.5,26.189999999999998,84.6,31.672340425531914,4.720000000000001,0.7,9.380000000000003
Barisal,1965,Aus,772.0,32.925,25.05,28.987499999999997,84.0,23.076595744680855,5.949999999999999,1.625,7.8749999999999964
Barisal,1965,Boro,78.0,30.133333333333336,15.9,23.01666666666667,76.66666666666667,24.278723404255317,1.9000000000000001,0.3666666666666667,14.233333333333336
Barisal,1966,Aman,2297.0,31.15,21.41,26.28,85.68510638297872,57.178401031592514,4.41,2.17,9.739999999999998
Barisal,1966,Aus,1606.0,33.8375,25.025,29.43125,84.64893617021276,41.90083816892328,5.3125,4.525,8.8125
Barisal,1966,Boro,64.0,30.55,16.0,23.275000000000002,78.36170212765957,43.88175370728562,1.6333333333333335,1.25,14.55
Barisal,1967,Aman,2499.0,31.169999999999998,20.61,25.889999999999997,85.4,57.2060606060606,3.5700000000000003,1.8199999999999998,10.559999999999999
Barisal,1967,Aus,1632.0,34.7875,24.6,29.693749999999998,83.375,43.224242424242426,5.0,2.7375,10.1875
Barisal,1967,Boro,208.0,31.216666666666665,16.183333333333334,23.7,77.5,43.3030303030303,2.316666666666667,1.7,15.033333333333331
Barisal,1968,Aman,1397.0,32.63,21.19,26.910000000000004,84.8,54.806060606060605,4.58,0.86,11.440000000000001
Barisal,1968,Aus,2084.0,34.75,24.6375,29.69375,85.875,40.224242424242426,6.0,2.625,10.1125
Barisal,1968,Boro,186.0,31.5,15.566666666666668,23.53333333333333,76.5,42.9030303030303,2.0666666666666664,1.55,15.933333333333332
Barisal,1969,Aman,2085.0,32.17,21.25,26.71,85.3,61.1060606060606,4.279999999999999,1.28,10.920000000000002
Barisal,1969,Aus,2582.0,34.0375,24.95,29.49375,85.625,41.124242424242425,5.7625,2.3375,9.087500000000002
Barisal,1969,Boro,508.0,32.083333333333336,15.75,23.916666666666668,78.0,44.2030303030303,2.0,1.1500000000000001,16.333333333333336
Barisal,1970,Aman,2318.0,31.439999999999998,21.580000000000002,26.51,85.8,61.5060606060606,3.8800000000000003,1.19,9.859999999999996
Barisal,1970,Aus,2110.0,34.9375,25.0875,30.0125,87.25,42.724242424242426,5.8875,3.025,9.850000000000001
Barisal,1970,Boro,59.0,31.100000000000005,15.533333333333333,23.316666666666666,79.5,45.6030303030303,2.9166666666666665,1.6333333333333335,15.566666666666672
Barisal,1971,Aman,2083.0,31.5,21.23,26.365,82.8,60.406060606060606,4.279999999999999,1.12,10.27
Barisal,1971,Aus,2538.0,33.375,24.6875,29.03125,84.625,42.02424242424242,5.5875,2.05,8.6875
Barisal,1971,Boro,14.0,31.166666666666668,15.433333333333332,23.3,76.33333333333333,45.4030303030303,1.2666666666666666,0.48333333333333334,15.733333333333336
Barisal,1972,Aman,1372.0,33.22,21.36,27.29,83.3,66.60606060606061,3.34,0.5900000000000001,11.86
Barisal,1972,Aus,1638.0,35.7125,25.4375,30.575,84.75,49.32424242424243,4.7375,1.9124999999999999,10.274999999999999
Barisal,1972,Boro,71.0,31.600000000000005,15.199999999999998,23.400000000000002,75.83333333333333,49.5030303030303,1.2,0.85,16.400000000000006
Barisal,1973,Aman,3469.6923076923076,31.566666666666666,22.186666666666667,26.876666666666665,85.66495726495727,85.91295715778475,4.4,1.04,9.379999999999999
Barisal,1973,Aus,4234.307692307692,33.75833333333333,25.241666666666664,29.5,85.55982905982906,64.77596656217347,5.3500000000000005,2.0749999999999997,8.51666666666667
Barisal,1973,Boro,294.6923076923077,32.15555555555555,16.288888888888888,24.22222222222222,75.42165242165242,70.55475444096133,1.4888888888888887,0.8444444444444444,15.866666666666664
Barisal,1974,Aman,4025.846153846154,32.16948717948718,22.035641025641024,27.1025641025641,84.94871794871794,116.40141869624628,3.85,1.23,10.133846153846154
Barisal,1974,Aus,5750.48717948718,33.97115384615385,24.278685897435896,29.124919871794873,85.4823717948718,85.27981271601962,5.61875,2.53125,9.692467948717951
Barisal,1974,Boro,523.3589743589744,31.848931623931623,16.434188034188036,24.14155982905983,74.89957264957265,93.74321597942287,1.3,1.1416666666666666,15.414743589743587
Barisal,1975,Aman,4143.0,32.239999999999995,21.07,26.655,82.75,114.40141869624628,4.0200000000000005,1.1199999999999999,11.169999999999995
Barisal,1975,Aus,4227.0,34.2875,24.75,29.51875,83.3125,87.47981271601961,4.98125,2.5,9.537500000000001
Barisal,1975,Boro,51.0,33.225,16.266666666666666,24.745833333333334,72.0,94.74321597942287,1.3166666666666667,1.125,16.958333333333336
Barisal,1976,Aman,3587.0,32.57,21.744999999999997,27.1575,83.6,113.60141869624628,3.535,1.17,10.825000000000003
Barisal,1976,Aus,5101.0,35.13125,24.61875,29.875,83.8125,85.77981271601962,5.23125,2.26875,10.512500000000003
Barisal,1976,Boro,92.0,33.68333333333333,16.541666666666668,25.112499999999997,75.25,88.64321597942288,1.1583333333333334,1.0999999999999999,17.141666666666662
Barisal,1977,Aman,3290.0,32.214999999999996,21.9,27.057499999999997,83.15,116.20141869624628,4.1,1.05,10.314999999999998
Barisal,1977,Aus,7041.0,34.5625,24.7625,29.6625,85.125,78.07981271601962,5.96875,2.575,9.8
Barisal,1977,Boro,215.0,31.508333333333336,16.191666666666666,23.849999999999998,75.83333333333333,90.84321597942288,1.825,1.3416666666666668,15.31666666666667
Barisal,1978,Aman,4281.0,34.015,21.94,27.9775,81.7,113.90141869624628,3.5799999999999996,1.2449999999999999,12.075
Barisal,1978,Aus,6894.0,35.1875,24.75625,29.971875,82.5625,83.07981271601962,5.3875,2.33125,10.431249999999999
Barisal,1978,Boro,52.0,31.541666666666668,15.441666666666668,23.491666666666664,66.25,88.64321597942288,1.6416666666666666,1.05,16.1
Barisal,1979,Aman,4045.0,32.155,22.244999999999997,27.2,83.7,118.80141869624629,3.4299999999999997,0.825,9.910000000000004
Barisal,1979,Aus,3542.0,35.46875,25.45625,30.462500000000002,83.625,89.57981271601962,4.64375,1.83125,10.0125
Barisal,1979,Boro,114.0,31.900000000000002,16.150000000000002,24.025000000000002,73.75,91.04321597942287,1.5666666666666667,1.2666666666666666,15.75
Barisal,1980,Aman,3748.0,32.165,22.05,27.107499999999998,81.45,115.60141869624628,3.4799999999999995,0.9199999999999999,10.114999999999998
Barisal,1980,Aus,5627.0,34.225,25.54375,29.884375,83.0625,84.47981271601961,5.20625,2.1875,8.681250000000002
Barisal,1980,Boro,525.0,31.474999999999998,16.716666666666665,24.09583333333333,72.33333333333333,90.74321597942287,1.6333333333333335,1.0333333333333334,14.758333333333333
Barisal,1981,Aman,2620.0,32.45,21.73,27.089999999999996,79.0,119.69535809018568,3.505,1.025,10.720000000000002
Barisal,1981,Aus,6010.0,33.50625,24.525,29.015625,84.5,78.85557029177718,5.475,1.6625,8.981250000000003
Barisal,1981,Boro,755.0,31.483333333333334,16.825,24.15416666666667,72.25,88.14018567639258,2.2916666666666665,1.2333333333333334,14.658333333333335
Barisal,1982,Aman,4068.0,31.875,21.675,26.775,79.8,121.39535809018568,3.06,1.115,10.2
Barisal,1982,Aus,3918.0,35.25,25.4375,30.34375,81.25,90.55557029177719,4.90625,2.16875,9.8125
Barisal,1982,Boro,161.0,31.691666666666666,16.908333333333335,24.3,69.66666666666667,90.94018567639257,1.6166666666666665,0.7583333333333333,14.783333333333331
Barisal,1983,Aman,4879.0,32.55,21.9,27.225,83.15,112.39535809018568,3.8,1.2650000000000001,10.649999999999999
Barisal,1983,Aus,6285.0,34.94375,25.15,30.046875,82.4375,89.6555702917772,4.975,1.96875,9.793750000000003
Barisal,1983,Boro,523.0,31.474999999999998,17.108333333333334,24.291666666666668,73.41666666666667,86.34018567639258,2.1999999999999997,1.2916666666666667,14.366666666666664
Barisal,1984,Aman,3109.0,33.095,21.48,27.2875,84.0,113.59535809018568,3.4200000000000004,0.8800000000000001,11.614999999999998
Barisal,1984,Aus,5606.0,34.9125,25.3,30.10625,84.625,82.1555702917772,5.475,2.7,9.6125
Barisal,1984,Boro,78.0,32.50833333333333,16.008333333333333,24.258333333333336,71.33333333333333,89.74018567639257,1.5666666666666667,1.0416666666666667,16.5
Barisal,1985,Aman,2373.0,32.765,21.634999999999998,27.2,84.0,118.88846153846154,3.315,0.82,11.130000000000003
Barisal,1985,Aus,3179.0,35.14375,25.3125,30.228125,86.0,79.00384615384615,5.30625,1.8125,9.831249999999997
Barisal,1985,Boro,236.0,32.34166666666667,17.349999999999998,24.84583333333333,78.83333333333333,87.28846153846153,1.9666666666666668,1.0250000000000001,14.99166666666667
Barisal,1986,Aman,3737.0,33.055,21.884999999999998,27.47,86.5,105.88846153846154,3.6799999999999997,0.6849999999999999,11.170000000000002
Barisal,1986,Aus,3489.0,35.575,24.7875,30.18125,85.625,82.50384615384615,4.81875,1.4562499999999998,10.787500000000001
Barisal,1986,Boro,27.0,32.875,16.599999999999998,24.7375,76.25,89.08846153846153,1.325,0.7416666666666667,16.275000000000002
Barisal,1987,Aman,3925.0,33.105000000000004,22.28,27.692500000000003,86.25,110.08846153846154,3.53,0.765,10.825000000000003
Barisal,1987,Aus,4144.0,35.9875,25.4875,30.7375,85.75,81.70384615384616,4.8625,1.5374999999999999,10.499999999999996
Barisal,1987,Boro,191.0,33.041666666666664,16.558333333333334,24.8,79.33333333333333,89.68846153846154,1.4833333333333334,0.7333333333333334,16.48333333333333
Barisal,1988,Aman,3803.0,32.545,22.325,27.435000000000002,85.5,111.8,3.78,0.875,10.220000000000002
Barisal,1988,Aus,6075.0,34.65,25.51875,30.084375,86.0,73.5,5.4125,1.925,9.131249999999998
Barisal,1988,Boro,239.0,31.458333333333332,16.966666666666665,24.212500000000002,80.41666666666667,87.4,1.6166666666666665,0.7000000000000001,14.491666666666667
Barisal,1989,Aman,3941.0,32.025,21.665,26.845,85.2,110.6,3.5700000000000003,0.8699999999999999,10.36
Barisal,1989,Aus,4093.0,34.6125,25.7375,30.175,84.0625,90.4,4.9625,2.2,8.874999999999996
Barisal,1989,Boro,33.0,31.541666666666668,16.116666666666667,23.829166666666666,75.0,93.3,1.0916666666666668,0.8250000000000001,15.425
Barisal,1990,Aman,4054.0,32.515,22.145,27.330000000000002,85.0,110.3,3.8649999999999998,0.8400000000000001,10.370000000000001
Barisal,1990,Aus,5482.0,34.10625,25.15625,29.631249999999998,86.125,72.1,5.45,1.54375,8.950000000000003
Barisal,1990,Boro,1091.0,31.03333333333333,17.083333333333332,24.058333333333334,81.75,79.5,2.3583333333333334,0.7916666666666666,13.95
Barisal,1991,Aman,4841.0,32.4,21.744999999999997,27.0725,85.85,93.1,4.035,0.8,10.655000000000001
Barisal,1991,Aus,5754.0,34.3,25.53125,29.915625,85.5,71.8,5.4125,2.24375,8.768749999999997
Barisal,1991,Boro,229.0,32.791666666666664,17.7,25.245833333333334,78.91666666666667,85.3,1.375,0.6833333333333332,15.091666666666665
Barisal,1992,Aman,3622.0,32.675,21.695,27.185000000000002,84.45,110.2,3.47,0.79,10.979999999999997
Barisal,1992,Aus,4279.0,35.1875,25.39375,30.290625,84.375,85.1,4.55,1.80625,9.79375
Barisal,1992,Boro,530.0,31.041666666666668,17.166666666666668,24.104166666666668,80.41666666666667,78.4,1.4333333333333333,0.9166666666666666,13.875
Barisal,1993,Aman,4216.0,32.19,22.02,27.105,85.95,104.8,3.66,0.755,10.169999999999998
Barisal,1993,Aus,5655.0,33.9625,24.86875,29.415625,85.5,80.9,5.26875,2.075,9.09375
Barisal,1993,Boro,1087.0,31.183333333333334,16.400000000000002,23.791666666666668,78.41666666666667,83.5,1.3083333333333333,0.8583333333333334,14.783333333333331
Barisal,1994,Aman,2908.0,32.695,21.665,27.18,80.15,112.3,3.3899999999999997,0.825,11.030000000000001
Barisal,1994,Aus,5255.0,35.21875,25.2625,30.240625,83.5625,77.2,4.9875,1.525,9.95625
Barisal,1994,Boro,442.0,31.40833333333333,16.941666666666666,24.175,73.08333333333333,85.9,1.3916666666666666,0.9666666666666667,14.466666666666665
Barisal,1995,Aman,4605.0,33.045,22.225,27.635,82.45,108.8,3.675,0.8550000000000001,10.82
Barisal,1995,Aus,5856.0,35.2625,25.90625,30.584375,83.6875,76.7,4.9125,1.70625,9.356250000000003
Barisal,1995,Boro,233.0,32.44166666666667,15.933333333333332,24.1875,70.83333333333333,83.3,1.675,0.6916666666666668,16.50833333333334
Barisal,1996,Aman,4147.0,33.42,21.75,27.585,85.55,110.8,3.3600000000000003,0.6900000000000001,11.670000000000002
Barisal,1996,Aus,5273.0,35.2875,25.31875,30.303125,85.375,80.9,4.425,2.05625,9.96875
Barisal,1996,Boro,527.0,32.025,17.316666666666666,24.670833333333334,78.08333333333333,89.2,1.4333333333333333,1.0083333333333333,14.708333333333332
Barisal,1997,Aman,3455.0,33.195,21.785,27.490000000000002,85.35,110.4,3.54,0.8,11.41
Barisal,1997,Aus,5091.0,34.3625,24.36875,29.365625,86.0625,76.8,5.1375,1.6,9.993749999999999
Barisal,1997,Boro,585.0,31.03333333333333,16.275000000000002,23.65416666666667,78.83333333333333,82.2,1.7833333333333332,0.725,14.75833333333333
Barisal,1998,Aman,4896.0,33.910000000000004,22.78,28.345,86.55,104.5,3.525,0.63,11.130000000000003
Barisal,1998,Aus,5443.0,34.99375,25.4125,30.203125,86.0,74.0,5.05625,1.88125,9.581249999999997
Barisal,1998,Boro,1136.0,31.28333333333333,16.066666666666666,23.675,79.58333333333333,74.8,2.1666666666666665,0.7416666666666667,15.216666666666665
Barisal,1999,Aman,4785.0,32.815000000000005,21.995,27.405,86.35,98.5,3.905,0.795,10.820000000000004
Barisal,1999,Aus,5914.0,35.28125,25.53125,30.40625,85.875,70.8,5.14375,1.79375,9.75
Barisal,1999,Boro,1.0,33.766666666666666,16.866666666666667,25.316666666666666,76.33333333333333,86.7,0.9666666666666667,0.7166666666666667,16.9
Barisal,2000,Aman,3302.0,33.15,21.91,27.53,85.35,115.1,3.3649999999999998,0.75,11.239999999999998
Barisal,2000,Aus,5224.0,35.0,25.1,30.05,85.625,72.8,5.3625,1.875,9.899999999999999
Barisal,2000,Boro,267.0,31.224999999999998,16.533333333333335,23.879166666666666,77.66666666666667,78.4,2.2083333333333335,0.8916666666666666,14.691666666666663
Barisal,2001,Aman,3706.0,32.95,22.36,27.655,86.75,114.4,3.7600000000000002,0.5900000000000001,10.590000000000003
Barisal,2001,Aus,7351.0,34.78125,25.0375,29.909375,86.375,71.9,5.4624999999999995,1.61875,9.743749999999999
Barisal,2001,Boro,95.0,32.541666666666664,15.791666666666666,24.166666666666668,76.33333333333333,88.8,1.0916666666666668,0.6749999999999999,16.75
Barisal,2002,Aman,3841.0,33.245,22.119999999999997,27.682499999999997,86.7,117.0,3.62,0.515,11.125
Barisal,2002,Aus,6311.0,34.54375,25.00625,29.775,86.5,76.8,5.675,1.48125,9.537500000000001
Barisal,2002,Boro,170.0,32.425000000000004,16.658333333333335,24.541666666666668,76.16666666666667,91.2,1.4749999999999999,0.525,15.76666666666667
Barisal,2003,Aman,3427.0,33.095,22.25,27.672500000000003,86.4,118.5,3.415,0.45,10.844999999999999
Barisal,2003,Aus,5071.0,35.1625,25.71875,30.440625,86.625,85.8,5.2125,1.49375,9.443750000000001
Barisal,2003,Boro,408.0,31.625,16.058333333333334,23.84166666666667,79.41666666666667,85.6,1.625,0.5666666666666667,15.566666666666666
Barisal,2004,Aman,6455.0,32.46,21.54,27.0,86.95,116.1,3.185,0.525,10.920000000000002
Barisal,2004,Aus,4221.0,35.14375,25.475,30.309375,85.0625,77.4,5.14375,1.475,9.668749999999996
Barisal,2004,Boro,52.0,32.61666666666667,17.091666666666665,24.854166666666668,79.66666666666667,85.8,1.75,0.6416666666666667,15.525000000000002
Barisal,2005,Aman,4716.0,33.205,22.035,27.619999999999997,87.1,110.9,3.9200000000000004,0.5850000000000001,11.169999999999998
Barisal,2005,Aus,5033.0,35.5125,25.775,30.64375,84.4375,103.8,4.7,1.29375,9.737500000000004
Barisal,2005,Boro,611.0,32.93333333333333,17.458333333333332,25.195833333333336,79.41666666666667,92.5,1.9000000000000001,0.7166666666666667,15.474999999999998
Barisal,2006,Aman,4238.0,33.135000000000005,22.22,27.6775,86.3,115.0,3.7,0.675,10.915000000000006
Barisal,2006,Aus,4872.0,35.6375,25.71875,30.678125,84.75,85.4,5.0125,1.23125,9.918750000000003
Barisal,2006,Boro,12.0,34.2,17.666666666666668,25.933333333333334,78.08333333333333,96.5,1.2,0.525,16.533333333333335
Barisal,2007,Aman,5006.0,32.980000000000004,22.19,27.585,86.1,107.3,3.8,0.78,10.790000000000003
Barisal,2007,Aus,5365.0,35.13125,25.58125,30.35625,85.25,84.0,5.0375,1.3625,9.55
Barisal,2007,Boro,373.0,32.19166666666667,15.9,24.045833333333334,76.91666666666667,88.0,1.225,0.5750000000000001,16.29166666666667
Barisal,2008,Aman,4199.0,32.725,22.165,27.445,86.65,120.4,3.345,0.49000000000000005,10.560000000000002
Barisal,2008,Aus,4954.0,35.24375,25.35625,30.299999999999997,85.0,85.8,4.925,1.14375,9.8875
Barisal,2008,Boro,261.0,31.708333333333332,16.808333333333334,24.258333333333336,78.66666666666667,87.5,1.9749999999999999,0.7666666666666666,14.899999999999999
Barisal,2009,Aman,3826.0,33.519999999999996,21.91,27.714999999999996,85.4,119.3,3.435,1.54,11.609999999999996
Barisal,2009,Aus,4413.0,36.00625,26.04375,31.025000000000002,83.75,102.5,4.6125,2.8875,9.962500000000002
Barisal,2009,Boro,99.0,32.583333333333336,17.358333333333334,24.97083333333333,77.75,91.8,1.25,2.1083333333333334,15.225000000000001
Barisal,2010,Aman,3668.0,33.714999999999996,22.62,28.1675,86.4,122.6,3.505,1.5150000000000001,11.094999999999995
Barisal,2010,Aus,4468.0,35.725,26.4375,31.08125,85.75,91.2,5.4,2.925,9.287500000000001
Barisal,2010,Boro,33.0,32.875,16.958333333333332,24.916666666666668,78.16666666666667,91.0,1.741666666666667,2.141666666666667,15.916666666666668
Barisal,2011,Aman,4104.0,34.005,22.005000000000003,28.005000000000003,86.2,107.9,3.3200000000000003,1.7899999999999998,12.0
Barisal,2011,Aus,5208.0,35.40625,25.225,30.315625,84.5625,90.0,5.0,2.6625,10.181249999999999
Barisal,2011,Boro,118.0,31.983333333333334,15.9,23.941666666666666,75.75,92.4,1.3916666666666666,2.408333333333333,16.083333333333336
Barisal,2012,Aman,3692.0,33.165,21.615000000000002,27.389999999999997,86.0,113.6,3.62,1.77,11.549999999999997
Barisal,2012,Aus,3767.0,35.85625,25.93125,30.89375,83.625,88.1,4.9125,2.66875,9.925000000000004
Barisal,2012,Boro,174.0,33.0,16.791666666666668,24.895833333333332,76.33333333333333,87.2,1.3166666666666667,2.4583333333333335,16.208333333333332
Barisal,2013,Aman,4257.0,33.225,21.81,27.517500000000002,85.4,111.9,3.6050000000000004,1.92,11.415000000000003
Barisal,2013,Aus,6010.0,35.58125,25.5375,30.559375,84.1875,83.8,5.3500000000000005,3.08125,10.043749999999996
Barisal,2013,Boro,26.0,32.86666666666667,15.85,24.358333333333334,74.33333333333333,90.7,1.2166666666666666,2.15,17.016666666666666
Chittagong,1948,Aman,2435.0,31.860000000000003,21.55,26.705000000000002,84.3,67.4355631789594,3.5799999999999996,1.5701851851851854,10.310000000000002
Chittagong,1948,Aus,4617.0,34.2625,24.4875,29.375,85.75,48.01423670668954,5.1125,2.6960648148148145,9.775000000000002
Chittagong,1948,Boro,240.0,32.766666666666666,16.7,24.733333333333334,72.83333333333333,50.054373927958835,2.2666666666666666,1.604938271604938,16.066666666666666
Chittagong,1949,Aman,3721.0,32.21333333333333,21.266666666666666,26.740000000000002,82.2,101.13058204688393,3.2666666666666666,1.8118518518518518,10.946666666666665
Chittagong,1949,Aus,6884.0,33.56666666666667,23.84166666666667,28.704166666666666,84.58333333333333,71.93121783876501,5.541666666666667,3.191049382716049,9.725000000000001
Chittagong,1949,Boro,231.0,32.28888888888889,16.6,24.444444444444443,72.0,75.03927958833619,1.2666666666666666,1.766460905349794,15.68888888888889
Chittagong,1950,Aman,3909.0,31.98,21.540000000000003,26.759999999999998,82.46666666666667,101.13058204688393,3.8133333333333335,1.8118518518518518,10.439999999999998
Chittagong,1950,Aus,6307.0,34.475,24.541666666666668,29.508333333333336,81.5,71.93121783876501,4.541666666666667,3.191049382716049,9.933333333333334
Chittagong,1950,Boro,152.0,31.511111111111113,15.922222222222224,23.716666666666665,71.66666666666667,75.03927958833619,1.7222222222222223,1.766460905349794,15.588888888888889
Chittagong,1951,Aman,5798.0,32.285000000000004,22.06,27.172500000000003,82.06129032258065,132.20644411584945,3.6950000000000003,1.6024999999999998,10.225000000000005
Chittagong,1951,Aus,6559.0,33.5125,24.29375,28.903125,83.46572580645162,93.69673508014432,5.0125,2.8591435185185183,9.218750000000004
Chittagong,1951,Boro,198.0,31.308333333333334,15.866666666666667,23.587500000000002,72.87231182795699,97.76686579523275,1.575,1.5257716049382715,15.441666666666666
Chittagong,1952,Aman,5471.0,31.715000000000003,21.735,26.725,84.8,132.20644411584945,4.0200000000000005,1.6024999999999998,9.980000000000004
Chittagong,1952,Aus,8813.0,34.1375,24.5625,29.35,83.5,93.69673508014432,5.1812499999999995,2.8591435185185183,9.575000000000003
